Area Code,City,Province Code,,Ref,Postal,Province,Region,Local,Lat,Long,,Advisor Emails,,Exclude Names,Exclude before @,Exclude domains
,,,,M,M2L,ON,Metropolitan Toronto,North York (York Mills / Silver Hills),43.7547,-79.3764,,genssante.com,,,,
,,,,M,M2M,ON,Metropolitan Toronto,Willowdale East (Newtonbrook),43.7915,-79.4103,,genuscap.com,,,,
,,,,M,M2N,ON,Metropolitan Toronto,Willowdale South,43.7673,-79.4111,,georgijevfinancial.ca,,,,
,,,,M,M2P,ON,Metropolitan Toronto,North York (York Mills West),43.75,-79.3978,,getamortgage.ca,,,,
,,,,M,M2R,ON,Metropolitan Toronto,Willowdale West,43.7786,-79.445,,gfdscu.com,,,,
,,,,M,M3A,ON,Metropolitan Toronto,North York (York Heights / Victoria Village / Parkway East),43.7545,-79.33,,gffg.com,,,,
,,,,M,M3B,ON,Metropolitan Toronto,Don Mills North,43.745,-79.359,,gfg.ca,,,,
,,,,M,M3C,ON,Metropolitan Toronto,Don Mills South (Flemingdon Park),43.7334,-79.3329,,gfiic.com,,,,
,,,,M,M3H,ON,Metropolitan Toronto,North York (Armour Heights / Wilson Heights / Downsview North),43.7535,-79.4472,,gfsg.ca,,,,
,,,,M,M3J,ON,Metropolitan Toronto,North York (Northwood Park / York University),43.7694,-79.4921,,gfwealth.ca,,,,
,,,,M,M3L,ON,Metropolitan Toronto,Downsview West,43.7334,-79.5116,,gghc.com,,,,
,,,,M,M3M,ON,Metropolitan Toronto,Downsview Central,43.7319,-79.4928,,ghafinancial.com,,,,
,,,,M,M3N,ON,Metropolitan Toronto,North York (Jane and Finch),43.7568,-79.521,,giancola.ca,,,,
,,,,M,M4A,ON,Metropolitan Toronto,North York (Sweeney Park / Wigmore Park),43.7276,-79.3148,,gicandassociates.com,,,,
,,,,M,M4B,ON,Metropolitan Toronto,East York (Parkview Hill / Woodbine Gardens),43.7063,-79.3094,,giezensoong.com,,,,
,,,,M,M4C,ON,Metropolitan Toronto,East York (Woodbine Heights),43.6913,-79.3116,,gifinc.ca,,,,
,,,,M,M4G,ON,Metropolitan Toronto,East York (Leaside),43.7124,-79.3644,,gilbertfinancial.net,,,,
,,,,M,M4H,ON,Metropolitan Toronto,East York (Thorncliffe Park),43.7059,-79.3464,,gilchristfinancial.com,,,,
,,,,M,M5M,ON,Metropolitan Toronto,North York (Bedford Park / Lawrence Park West / Lawrence Manor East),43.7335,-79.4177,,gillandschmall.com,,,,
,,,,M,M6A,ON,Metropolitan Toronto,North York (Lawrence Manor / Lawrence Heights),43.7223,-79.4504,,gillespieadams.ca,,,,
,,,,M,M6B,ON,Metropolitan Toronto,North York (Glencairn),43.7081,-79.4479,,gillriefinancial.com,,,,
,,,,M,M6C,ON,Metropolitan Toronto,York (Cedarvale),43.6915,-79.4307,,girardfinancial.com,,,,
,,,,M,M6E,ON,Metropolitan Toronto,York (Fairbank / Oakwood),43.6889,-79.4507,,glavacfinancial.com,,,,
,,,,M,M6L,ON,Metropolitan Toronto,North York (North Park / Maple Leaf Park / Upwood Park),43.7137,-79.4869,,glc-amgroup.com,,,,
,,,,M,M6M,ON,Metropolitan Toronto,York (Del Ray / Keelsdale / Mount Dennis / Silverthorne),43.6934,-79.4857,,glenoliver.com,,,,
,,,,M,M6N,ON,Metropolitan Toronto,York (Runnymede / The Junction North),43.6748,-79.4839,,globalassociates.ca,,,,
,,,,M,M7A,ON,Metropolitan Toronto,Queen's Park Ontario Provincial Government,43.6641,-79.3889,,globalcommunity.net,,,,
,,,,M,M8W,ON,Metropolitan Toronto,Etobicoke (Alderwood / Long Branch),43.6021,-79.5402,,globalfinancial.ca,,,,
,,,,M,M8X,ON,Metropolitan Toronto,Etobicoke (The Kingsway / Montgomery Road / Old Mill North),43.6518,-79.5076,,globalmci.com,,,,
,,,,M,M8Y,ON,Metropolitan Toronto,Etobicoke (Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East),43.6325,-79.4939,,globalresp.com,,,,
,,,,M,M8Z,ON,Metropolitan Toronto,Etobicoke (Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West),43.6256,-79.5231,,globe-invest.com,,,,
,,,,M,M9A,ON,Metropolitan Toronto,Etobicoke (Islington Avenue),43.6662,-79.5282,,gluskinsheff.com,,,,
,,,,M,M9B,ON,Metropolitan Toronto,Etobicoke (West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale),43.6505,-79.5517,,gmail.com.,,,,
,,,,M,M9C,ON,Metropolitan Toronto,Etobicoke (Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Woods),43.6437,-79.5767,,gmfs.ca,,,,
,,,,M,M9L,ON,Metropolitan Toronto,North York (Humber Summit),43.7598,-79.5565,,gmpsecurities.com,,,,
,,,,M,M9M,ON,Metropolitan Toronto,North York (Humberlea / Emery),43.7366,-79.5401,,gmpsecuritiesllc.com,,,,
,,,,M,M9N,ON,Metropolitan Toronto,Weston,43.7068,-79.517,,gobelmont.ca,,,,
,,,,M,M9P,ON,Metropolitan Toronto,Etobicoke (Westmount),43.6949,-79.5323,,goddardfinancial.ca,,,,
,,,,M,M9R,ON,Metropolitan Toronto,Etobicoke (Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens),43.6898,-79.5582,,gold-im.com,,,,
,,,,M,M9V,ON,Metropolitan Toronto,Etobicoke (South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens),43.7432,-79.5876,,gonzalesbay.ca,,,,
,,,,M,M9W,ON,Metropolitan Toronto,Etobicoke Northwest (Clairville / Humberwood / Woodbine Downs / West Humber / Kipling Heights / Rexdale / Elms / Tandridge / Old Rexdale),43.7144,-79.5909,,gooderteam.com,,,,
,,,,N,N0A,ON,Southwestern Ontario,West Haldimand (Port Dover),42.9403,-79.945,,goodmanandcompany.com,,,,
,,,,N,N0B,ON,Southwestern Ontario,Wellington (Elora),43.5569,-80.4414,,goodmanbrown.ca,,,,
,,,,N,N0C,ON,Southwestern Ontario,Georgian Bay Southwest Shore (Dundalk),44.2561,-80.5029,,goodwealth.ca,,,,
,,,,N,N0E,ON,Southwestern Ontario,Brant and Norfolk (Waterford),42.6618,-80.5572,,goodwealthmanagement.com,,,,
,,,,N,N0G,ON,Southwestern Ontario,Huron (Wingham),44.0024,-81.0676,,goodwoodfunds.com,,,,
,,,,N,N0H,ON,Southwestern Ontario,Bruce Peninsula (Wiarton),44.6941,-81.0962,,gordonpilkington.com,,,,
,,,,N,N0J,ON,Southwestern Ontario,Oxford (Norwich),42.9775,-80.7057,,gordonstirrett.com,,,,
,,,,N,N0K,ON,Southwestern Ontario,Perth (Mitchell),43.5067,-81.1582,,goreca.com,,,,
,,,,N,N0L,ON,Southwestern Ontario,Elgin (Dorchester),42.7557,-81.4533,,govanwealth.com,,,,
,,,,N,N0M,ON,Southwestern Ontario,Middlesex (Clinton),43.2788,-81.5442,,gpginc.ca,,,,
,,,,N,N0N,ON,Southwestern Ontario,Lambton (Forest),42.9062,-82.11,,gpkfinancial.ca,,,,
,,,,N,N0P,ON,Southwestern Ontario,Kent (Blenheim),42.4045,-81.9107,,gracorpcapital.com,,,,
,,,,N,N0R,ON,Southwestern Ontario,Essex (Belle River),42.1783,-82.7715,,graftonfunds.com,,,,
,,,,N,N1A,ON,Southwestern Ontario,Dunnville,42.9001,-79.6163,,grandfinancial.ca,,,,
,,,,N,N1C,ON,Southwestern Ontario,Guelph South,43.4921,-80.2267,,grandtag.ca,,,,
,,,,N,N1E,ON,Southwestern Ontario,Guelph North,43.5677,-80.2418,,grantcga.com,,,,
,,,,N,N1G,ON,Southwestern Ontario,Guelph Central,43.5184,-80.2257,,granvillewest.com,,,,
,,,,N,N1H,ON,Southwestern Ontario,Guelph Northwest,43.5588,-80.3004,,gravitassecurities.com,,,,
,,,,N,N1K,ON,Southwestern Ontario,Guelph West,43.526,-80.3051,,grayhawk.investments,,,,
,,,,N,N1L,ON,Southwestern Ontario,Guelph East,43.516,-80.19,,grbairdfin.com,,,,
,,,,N,N1M,ON,Southwestern Ontario,Fergus,43.7001,-80.3664,,greaterassurance.com,,,,
,,,,N,N1P,ON,Southwestern Ontario,Cambridge South,43.3398,-80.2955,,greenchipfinancial.com,,,,
,,,,N,N1R,ON,Southwestern Ontario,Cambridge Central,43.3666,-80.2239,,greenfeldfinancial.com,,,,
,,,,N,N1S,ON,Southwestern Ontario,Cambridge Southwest,43.3592,-80.3347,,greenhorwood.com,,,,
,,,,N,N1T,ON,Southwestern Ontario,Cambridge East,43.3849,-80.2833,,greenprivatewealth.com,,,,
,,,,N,N2A,ON,Southwestern Ontario,Kitchener East,43.4413,-80.4246,,greenridgegroup.ca,,,,
,,,,N,N2B,ON,Southwestern Ontario,Kitchener Northeast,43.4646,-80.4467,,greenrockfinancialgroup.com,,,,
,,,,N,N2C,ON,Southwestern Ontario,Kitchener South Central,43.4182,-80.4451,,greenskycapital.com,,,,
,,,,N,N2E,ON,Southwestern Ontario,Kitchener Southwest,43.4106,-80.5011,,gregormcdonald.com,,,,
,,,,N,N2G,ON,Southwestern Ontario,Kitchener Central,43.4443,-80.4891,,greystone.ca,,,,
,,,,N,N2H,ON,Southwestern Ontario,Kitchener North Central,43.4581,-80.4818,,gro-net.com,,,,
,,,,N,N2J,ON,Southwestern Ontario,Waterloo Southeast,43.504,-80.5366,,groupbcc.com,,,,
,,,,N,N2K,ON,Southwestern Ontario,Kitchener North,43.4961,-80.4936,,groupexcel.com,,,,
,,,,N,N2L,ON,Southwestern Ontario,Waterloo South,43.4715,-80.5454,,growyourwealth.ca,,,,
,,,,N,N2M,ON,Southwestern Ontario,Kitchener Northwest,43.4363,-80.5093,,gryphon.ca,,,,
,,,,N,N2N,ON,Southwestern Ontario,Kitchener West,43.426,-80.5438,,gryphonbenefits.com,,,,
,,,,N,N2P,ON,Southwestern Ontario,Kitchener Southeast,43.3878,-80.4296,,gtawealth.com,,,,
,,,,N,N2R,ON,Southwestern Ontario,Kitchener South,43.3849,-80.487,,guardianfinancial.ca,,,,
,,,,N,N2T,ON,Southwestern Ontario,Waterloo Southwest,43.453,-80.5692,,guilfoylefinancial.com,,,,
,,,,N,N2V,ON,Southwestern Ontario,Waterloo Northwest,43.4764,-80.5842,,gwl.ca,,,,
,,,,N,N2Z,ON,Southwestern Ontario,Kincardine,44.1664,-81.601,,h-a-financial.ca,,,,
,,,,N,N3A,ON,Southwestern Ontario,Baden,43.4001,-80.6497,,hafinancial.com,,,,
,,,,N,N3B,ON,Southwestern Ontario,Elmira,43.6001,-80.5497,,halseyfinancial.com,,,,
,,,,N,N3C,ON,Southwestern Ontario,Cambridge Northeast,43.4389,-80.2649,,haltonhillsfinancial.com,,,,
,,,,N,N3E,ON,Southwestern Ontario,Cambridge Northwest,43.4193,-80.3505,,haltonwealthmanagement.com,,,,
,,,,N,N3H,ON,Southwestern Ontario,Cambridge West,43.4267,-80.3699,,hamilton-capital.com,,,,
,,,,N,N3L,ON,Southwestern Ontario,Paris,43.2,-80.3833,,hamiltonandpartners.com,,,,
,,,,N,N3W,ON,Southwestern Ontario,Caledonia,43.0668,-79.9329,,hammerconsultants.com,,,,
,,,,N,N3Y,ON,Southwestern Ontario,Simcoe,42.8334,-80.2997,,hannafinancial.ca,,,,
,,,,N,N4B,ON,Southwestern Ontario,Delhi,42.8501,-80.4997,,hansberger.com,,,,
,,,,N,N4G,ON,Southwestern Ontario,Tillsonburg,42.8599,-80.7262,,harbourfinancialgroup.ca,,,,
,,,,N,N4K,ON,Southwestern Ontario,Owen Sound,44.5672,-80.9435,,harbourplanninggroup.com,,,,
,,,,N,N4L,ON,Southwestern Ontario,Meaford,44.6001,-80.583,,hargravemb.ca,,,,
,,,,N,N4N,ON,Southwestern Ontario,Hanover,44.1501,-81.033,,harrisjones.ca,,,,
,,,,N,N4S,ON,Southwestern Ontario,Woodstock Central,43.1432,-80.7338,,harrisonfinancialgroup.live,,,,
,,,,N,N4T,ON,Southwestern Ontario,Woodstock North,43.1485,-80.7319,,harrytubbs.ca,,,,
,,,,N,N4V,ON,Southwestern Ontario,Woodstock South,43.115,-80.743,,harstinfinancial.com,,,,
,,,,N,N4W,ON,Southwestern Ontario,Listowel,43.7334,-80.9497,,harvestgoldfinancial.com,,,,
,,,,N,N4X,ON,Southwestern Ontario,St. Mary's,43.2655,-81.1687,,harvestwealth.ca,,,,
,,,,N,N4Z,ON,Southwestern Ontario,Stratford South,43.3634,-81.0069,,haskayne.ucalgary.ca,,,,
,,,,N,N5A,ON,Southwestern Ontario,Stratford North,43.3668,-80.9497,,haskingsfinancial.com,,,,
,,,,N,N5C,ON,Southwestern Ontario,Ingersoll,43.0334,-80.883,,haslamfinancial.ca,,,,
,,,,N,N5H,ON,Southwestern Ontario,Aylmer,42.7668,-80.983,,hatchmuir.com,,,,
,,,,N,N5L,ON,Southwestern Ontario,Port Stanley,42.6668,-81.2164,,hatitacfinancial.com,,,,
,,,,N,N5P,ON,Southwestern Ontario,St. Thomas North,42.7779,-81.1769,,hayter.on.ca,,,,
,,,,N,N5R,ON,Southwestern Ontario,St. Thomas South,42.7597,-81.1762,,haywood.com,,,,
,,,,N,N5V,ON,Southwestern Ontario,London (YXU / North and East Argyle / East Huron Heights),43.0233,-81.1643,,headwatersfinancial.ca,,,,
,,,,N,N5W,ON,Southwestern Ontario,London East (SW Argyle / Hamilton Road),42.9856,-81.1821,,heathbridge.com,,,,
,,,,N,N5X,ON,Southwestern Ontario,London (Fanshawe / Stoneybrook / Stoney Creek / Uplands / East Masonville),43.0443,-81.2391,,heinfinancial.com,,,,
,,,,N,N5Y,ON,Southwestern Ontario,London (West Huron Heights / Carling),43.0123,-81.2307,,helkiefinancial.com,,,,
,,,,N,N5Z,ON,Southwestern Ontario,London (Glen Cairn),42.966,-81.2053,,hendersoninsurance.ca,,,,
,,,,N,N6A,ON,Southwestern Ontario,London North (UWO),42.9976,-81.2563,,hendersonpartnersllp.ca,,,,
,,,,N,N6B,ON,Southwestern Ontario,London Central,42.9835,-81.2386,,heritageresp.com,,,,
,,,,N,N6C,ON,Southwestern Ontario,London South (East Highland / North White Oaks / North Westminster),42.9582,-81.238,,heritagewealth.ca55financial.com,,,,
,,,,N,N6E,ON,Southwestern Ontario,London (South White Oaks / Central Westminster / East Longwoods / West Brockley),42.9185,-81.2244,,herodfinancial.com,,,,
,,,,N,N6G,ON,Southwestern Ontario,London (Sunningdale / West Masonville / Medway / NE Hyde Park / East Fox Hollow),43.0147,-81.3049,,hesketh.ca,,,,
,,,,N,N6H,ON,Southwestern Ontario,London West (Central Hyde Park / Oakridge),42.9915,-81.3402,,hexavest.com,,,,
,,,,N,N6J,ON,Southwestern Ontario,London (Southcrest / East Westmount / West Highland),42.9546,-81.2735,,hfwm.ca,,,,
,,,,N,N6K,ON,Southwestern Ontario,London (Riverbend / Woodhull / North Sharon Creek / Byron / West Westmount),42.9536,-81.3418,,hfx.eastlink.ca,,,,
,,,,N,N6L,ON,Southwestern Ontario,London (East Tempo),42.8719,-81.2472,,hgpartners.ca,,,,
,,,,N,N6M,ON,Southwestern Ontario,London (Jackson / Old Victoria / Bradley / North Highbury),42.9632,-81.1392,,hhaa.ca,,,,
,,,,N,N6N,ON,Southwestern Ontario,London (South Highbury / Glanworth / East Brockley / SE Westminster),42.8997,-81.1592,,highrockcapital.ca,,,,
,,,,N,N6P,ON,Southwestern Ontario,London (Talbot / Lambeth / West Tempo / South Sharon Creek),42.8909,-81.3236,,highstreet.ca,,,,
,,,,N,N7A,ON,Southwestern Ontario,Goderich,43.7501,-81.7165,,highviewfin.com,,,,
,,,,N,N7G,ON,Southwestern Ontario,Strathroy,42.9551,-81.6223,,hillsdaleinv.com,,,,
,,,,N,N7L,ON,Southwestern Ontario,Chatham Northwest,42.4209,-82.1993,,himmelman.ca,,,,
,,,,N,N7M,ON,Southwestern Ontario,Chatham Southeast,42.4238,-82.1183,,hkaccounting.ca,,,,
,,,,N,N7S,ON,Southwestern Ontario,Sarnia Central,42.9888,-82.3592,,hmrinsurance.ca,,,,
,,,,N,N7T,ON,Southwestern Ontario,Sarnia Southwest,42.9578,-82.2777,,hoffertfinancial.com,,,,
,,,,N,N7V,ON,Southwestern Ontario,Sarnia Northwest,42.9998,-82.3926,,hogenhout.com,,,,
,,,,N,N7W,ON,Southwestern Ontario,Sarnia Southeast,42.9644,-82.3259,,holdeninsurance.ca,,,,
,,,,N,N7X,ON,Southwestern Ontario,Sarnia Northeast,43.0214,-82.3212,,hollandfinancial.ca,,,,
,,,,N,N8A,ON,Southwestern Ontario,Wallaceburg,42.593,-82.3885,,holmlundfinancial.ca,,,,
,,,,N,N8H,ON,Southwestern Ontario,Leamington,42.0549,-82.6062,,honeyfinancial.ca,,,,
,,,,N,N8M,ON,Southwestern Ontario,Essex,42.1751,-82.8248,,hopestate.ca,,,,
,,,,N,N8N,ON,Southwestern Ontario,Tecumseh Outskirts,42.2946,-82.8667,,horizonca.ca,,,,
,,,,N,N8P,ON,Southwestern Ontario,Windsor (East Riverside),42.3276,-82.9104,,horizoncu.ca,,,,
,,,,N,N8R,ON,Southwestern Ontario,Windsor (East Forest Glade),42.3067,-82.915,,horizonfinancial.ca,,,,
,,,,N,N8S,ON,Southwestern Ontario,Windsor (Riverside),42.3283,-82.9472,,hornerfinancial.com,,,,
,,,,N,N8T,ON,Southwestern Ontario,Windsor (West Forest Glade / East Fontainbleu),42.3037,-82.9459,,howeandgramlich.com,,,,
,,,,N,N8V,ON,Southwestern Ontario,Tecumseh (YQG),42.2773,-82.9447,,howetoplan.com,,,,
,,,,N,N8W,ON,Southwestern Ontario,Windsor (South Walkerville / West Fontainbleu / Walker Farm / Devonshire),42.2836,-82.9771,,hrocpa.ca,,,,
,,,,N,N8X,ON,Southwestern Ontario,Windsor South Central (West Walkerville / Remington Park),42.2926,-83.0186,,hsifinancial.com,,,,
,,,,N,N8Y,ON,Southwestern Ontario,Windsor East (East Walkerville),42.3176,-82.9929,,hubfinancial.com,,,,
,,,,N,N9A,ON,Southwestern Ontario,Windsor (City Centre / NW Walkerville),42.2007,-83.0276,,hubinternational.com,,,,
,,,,N,N9B,ON,Southwestern Ontario,Windsor (University / South Cameron),42.2949,-83.052,,hudsonwealth.ca,,,,
,,,,N,N9C,ON,Southwestern Ontario,Windsor (Sandwich / Ojibway / West Malden),42.2767,-83.0793,,huntleyohagan.com,,,,
,,,,N,N9E,ON,Southwestern Ontario,Windsor South (East Malden),42.2652,-83.0314,,hurdman.ca,,,,
,,,,N,N9G,ON,Southwestern Ontario,Windsor (Roseland),42.2481,-82.9952,,hurontel.on.ca,,,,
,,,,N,N9H,ON,Southwestern Ontario,La Salle East,42.2318,-83.0281,,hwcinsurance.ca,,,,
,,,,N,N9J,ON,Southwestern Ontario,La Salle West,42.2187,-83.0801,,hwllp.ca,,,,
,,,,N,N9K,ON,Southwestern Ontario,Tecumseh Central,42.2978,-82.8701,,i-zoom.net,,,,
,,,,N,N9V,ON,Southwestern Ontario,Amherstburg,42.1168,-83.0498,,iaic.ca,,,,
,,,,N,N9Y,ON,Southwestern Ontario,Kingsville,42.0502,-82.7598,,iamajenius.net,,,,
,,,,P,P0A,ON,Northern Ontario,Nipissing Central (Burk's Falls),45.5881,-79.3546,,iancollings.ca,,,,
,,,,P,P0B,ON,Northern Ontario,Nipissing South (Utterson),45.1863,-79.4115,,ianmurrayinsurance.ca,,,,
,,,,P,P0C,ON,Northern Ontario,Parry Sound Mid-Shore (Bala),45.1275,-79.786,,iatandassociates.ca,,,,
,,,,P,P0E,ON,Northern Ontario,Parry Sound South Shore (Kilworthy),44.8608,-79.5069,,ibkcapital.com,,,,
,,,,P,P0G,ON,Northern Ontario,Parry Sound North Shore (Nobel),45.6718,-80.3688,,icm-canada.com,,,,
,,,,P,P0H,ON,Northern Ontario,Nipissing North (Callander),46.3109,-79.3617,,icmg.ca,,,,
,,,,P,P0J,ON,Northern Ontario,Timiskaming South (Temiskaming Shores),47.5776,-80.2036,,idirect.com,,,,
,,,,P,P0K,ON,Northern Ontario,Timiskaming North (Iroquois Falls A),48.5234,-80.3081,,ifb-group.com,,,,
,,,,P,P0L,ON,Northern Ontario,Cochrane Region (Hearst),51.97,-83.5369,,ifcg.com,,,,
,,,,P,P0M,ON,Northern Ontario,"Algoma, Sudbury District and Greater Sudbury (Chelmsford)",47.6526,-82.4753,,ifcincorp.com,,,,
,,,,P,P0N,ON,Northern Ontario,Timmins Region (South Porcupine),48.6027,-81.0115,,ifcmoney.com,,,,
,,,,P,P0P,ON,Northern Ontario,Manitoulin (Little Current),45.7565,-82.2151,,ifdsgroup.com,,,,
,,,,P,P0S,ON,Northern Ontario,Lake Superior East Shore (Wawa),48.048,-84.6727,,ifse.ca,,,,
,,,,P,P0T,ON,Northern Ontario,Lake Superior North Shore (Marathon),49.2924,-88.756,,ifsgroup.ca,,,,
,,,,P,P0V,ON,Northern Ontario,Northwestern Ontario (Red Lake),52.9648,-90.1505,,ig.com,,,,
,,,,P,P0W,ON,Northern Ontario,Rainy River Region (Emo),48.875,-93.7522,,igprivatewealth.com,,,,
,,,,P,P0X,ON,Northern Ontario,Kenora Region (Keewatin),50.9293,-93.3095,,igprivatewealth.com.com,,,,
,,,,P,P0Y,ON,Northern Ontario,Lake of the Woods East Shore (Ingolf),49.7603,-95.1003,,iisottawa.ca,,,,
,,,,P,P1A,ON,Northern Ontario,North Bay South,46.2801,-79.4502,,immixgroup.ca,,,,
,,,,P,P1B,ON,Northern Ontario,North Bay Central,46.3364,-79.583,,imperiallife.ca,,,,
,,,,P,P1C,ON,Northern Ontario,North Bay North,46.3397,-79.4223,,inclusifgroup.com,,,,
,,,,P,P1H,ON,Northern Ontario,Huntsville,45.3334,-79.2163,,incue.net,,,,
,,,,P,P1L,ON,Northern Ontario,Bracebridge,45.0334,-79.3163,,indesignfinancial.com,,,,
,,,,P,P1P,ON,Northern Ontario,Gravenhurst,44.9168,-79.3663,,infinancial.ca,,,,
,,,,P,P2A,ON,Northern Ontario,Parry Sound,45.3501,-80.033,,infinitefinancial.ca,,,,
,,,,P,P2B,ON,Northern Ontario,Sturgeon Falls,46.3668,-79.9164,,inflectionmanagement.com,,,,
,,,,P,P2N,ON,Northern Ontario,Kirkland Lake,48.1446,-80.0377,,inforfg.com,,,,
,,,,P,P3A,ON,Northern Ontario,Greater Sudbury (New Sudbury),46.5187,-80.934,,informoney.com,,,,
,,,,P,P3B,ON,Northern Ontario,Greater Sudbury (Downtown / Minnow Lake),46.4847,-80.9304,,innesgroup.com,,,,
,,,,P,P3C,ON,Northern Ontario,Greater Sudbury (Gatchell / West End / Little Britain),46.5133,-81.0225,,innosolutions.ca,,,,
,,,,P,P3E,ON,Northern Ontario,Greater Sudbury (Robinson / Lockerby),46.2676,-80.9063,,innovationcu.ca,,,,
,,,,P,P3G,ON,Northern Ontario,Greater Sudbury (Lo-Ellen / McFarlane Lake),46.4031,-80.9745,,innovativebenefits.ca,,,,
,,,,P,P3L,ON,Northern Ontario,Greater Sudbury (Garson),46.5942,-80.85,,innovexfinancialservices.com,,,,
,,,,P,P3N,ON,Northern Ontario,Greater Sudbury (Val Caron),46.5845,-81.0029,,insightwealth.ca,,,,
,,,,P,P3P,ON,Northern Ontario,Greater Sudbury (Hanmer),46.7259,-81.0166,,insightwm.ca,,,,
,,,,P,P3Y,ON,Northern Ontario,Greater Sudbury (Lively),46.4431,-81.127,,instinet.com,,,,
,,,,P,P4N,ON,Northern Ontario,Timmins Southeast,48.4669,-81.3331,,insurancebybk.ca,,,,
,,,,P,P4P,ON,Northern Ontario,Timmins North,48.4985,-81.3448,,insurancetodd.com,,,,
,,,,P,P4R,ON,Northern Ontario,Timmins West,48.4702,-81.3997,,insurebc.ca,,,,
,,,,P,P5A,ON,Northern Ontario,Elliot Lake,46.3834,-82.6332,,insured2day.com,,,,
,,,,P,P5E,ON,Northern Ontario,Espanola,46.2584,-81.7665,,insuright.ca,,,,
,,,,P,P5N,ON,Northern Ontario,Kapuskasing,49.4169,-82.4331,,integerfs.ca,,,,
,,,,P,P6A,ON,Northern Ontario,Sault Ste. Marie East,46.5168,-84.3333,,integra.com,,,,
,,,,P,P6B,ON,Northern Ontario,Sault Ste. Marie Central,46.5307,-84.3046,,integral-financial.com,,,,
,,,,P,P6C,ON,Northern Ontario,Sault Ste. Marie North,46.5353,-84.3732,,integralwealth.com,,,,
,,,,P,P7A,ON,Northern Ontario,Thunder Bay Northeast,48.4601,-89.2035,,integratedfinancial.ca,,,,
,,,,P,P7B,ON,Northern Ontario,Thunder Bay North Central,48.9475,-89.4063,,integratedwealthmanagement.ca,,,,
,,,,P,P7C,ON,Northern Ontario,Thunder Bay Central,48.352,-89.4649,,integriscu.ca,,,,
,,,,P,P7E,ON,Northern Ontario,Thunder Bay South Central,48.3684,-89.284,,integrityfinancialteam.ca,,,,
,,,,P,P7G,ON,Northern Ontario,Thunder Bay North,48.4001,-89.3168,,intentplanning.ca,,,,
,,,,P,P7J,ON,Northern Ontario,Thunder Bay South,48.2834,-89.3668,,interactfinancial.ca,,,,
,,,,P,P7K,ON,Northern Ontario,Thunder Bay West,48.3728,-89.3484,,interiorsavings.com,,,,
,,,,P,P7L,ON,Northern Ontario,Neebing,48.1668,-89.4168,,interlog.com,,,,
,,,,P,P8N,ON,Northern Ontario,Dryden,49.7833,-92.7503,,interlynx.net,,,,
,,,,P,P8T,ON,Northern Ontario,Sioux Lookout,50.0668,-91.9836,,intrynsyc.com,,,,
,,,,P,P9A,ON,Northern Ontario,Fort Frances,48.6393,-93.4469,,inukshukcapital.com,,,,
,,,,P,P9N,ON,Northern Ontario,Kenora,49.7573,-94.3427,,invesco.com,,,,
,,,,C,C0B,PE,Prince Edward Island,Prince County (Portage),46.6023,-63.9583,,investdfsi.ca,,,,
,,,,C,C0A,PE,Prince Edward Island,Kings and Queens counties (Elmira),46.1668,-62.6487,,investfirst.ca,,,,
,,,,C,C0A,PE,Prince Edward Island,Montague,46.1668,-62.6487,,investia.ca,,,,
,,,,C,C1A,PE,Prince Edward Island,Charlottetown Southeast Prince Edward Island Provincial Government,46.2716,-63.0165,,investiakw.com,,,,
,,,,C,C1B,PE,Prince Edward Island,Stratford,46.2179,-63.0795,,investiawpg.ca,,,,
,,,,C,C1C,PE,Prince Edward Island,Charlottetown North,46.2645,-63.0842,,investinsuregroup.com,,,,
,,,,C,C1E,PE,Prince Edward Island,Charlottetown West,46.3451,-63.2011,,investmentguild.com,,,,
,,,,C,C1N,PE,Prince Edward Island,Summerside,46.3959,-63.7876,,investmentsandtaxes.com,,,,
,,,,G,G4W,QC,Eastern Quebec,Matane,48.8286,-67.522,,investorgroup.com,,,,
,,,,G,G5H,QC,Eastern Quebec,Mont-Joli,48.5839,-68.1921,,investorsgroup.com,,,,
,,,,G,G5J,QC,Eastern Quebec,Amqui,48.4638,-67.4313,,investsmart.ca,,,,
,,,,G,G5L,QC,Eastern Quebec,Rimouski Central,48.416,-68.5979,,investwell.ca,,,,
,,,,G,G5M,QC,Eastern Quebec,Rimouski Northeast,48.4966,-68.458,,investwise.com,,,,
,,,,G,G5N,QC,Eastern Quebec,Rimouski Southwest,48.3668,-68.4659,,investwithhaven.com,,,,
,,,,G,G5R,QC,Eastern Quebec,Rivi̬re-du-Loup,47.8304,-69.5342,,invicocapital.com,,,,
,,,,G,G7P,QC,Eastern Quebec,Saint-Ambroise,48.5501,-71.3158,,invis.ca,,,,
,,,,G,G8B,QC,Eastern Quebec,Alma Southeast,48.5548,-71.673,,invisor.ca,,,,
,,,,G,G8C,QC,Eastern Quebec,Alma Southwest,48.5278,-71.6364,,inwb.ca,,,,
